a 呀
kokoroyoi 愜
kokorozashi 志
kokorozasu 志
koku 扱
kokumotsu 薌
kokutan 黟
kokuzoumushi 蚚
koma 棊
koma 狛
koma 駒
koma 齣
komai 榀
komaka 釥
komakai 細
komakai 緻
komakai 脞
komakai 苛
komakai 蒻
komakai 遬
komakai 麼
komaneku 撿
komanuku 拱
komaru 困
komayaka 濃
komayaka 矈
kome 米
kome 糄
komeagesa 籔
komegura 廘
komegura 廯
komegura 禀
komegura 稟
komegura 賲
komekami 顬
komeru 籠
komeru 罩
komi 込
komichi 径
komichi 徑
komichi 蹊
komichi 逕
komisa 徯
komo 薦
komono 厮
komono 廝
komoru 籠
komoru 腷
komu 込
komugi 麳
komura 腓
komura 腨
kon 紺
kona 粉
kona 粷
konagaki 糂
konagaki 糝
konamochi 糕
konamochi 飳
konamochi 餻
konamochi 饀
konamochi 麭
konatsume 橪
koneawaseru 揑
koneru 捏
kono 啙
kono 斯
kono 是
kono 此
konohagauragaeru 欇
konomi 慾
konomu 呩
konomu 好
konomu 楽
konoshiro 鮗
konoshiro 鯯
konoshiro 鰣
konoshiro 鰶
konoshiro 鰽
konoshiro 鱅
konoyouna 偌
konoyouni 偌
konzu 漿
koori 冫
koori 冰
koori 氷
koori 郡
koorogi 蛩
koorogi 蛼
koorogi 蟀
kooru 冱
kooru 冴
kooru 凅
kooru 凍
koorusama 凕
koraeru 怺
korashimeru 懲
korasu 凝
korasu 懲
kore 之
kore 伊
kore 唗
kore 唯
kore 啙
kore 惟
kore 斯
kore 是
kore 昰
kore 時
kore 此
kore 焉
kore 祁
kore 維
kore 諸
kore 諸
korera 痧
kori 梱
koriru 懲
koro 頃
korobu 転
korobu 轉
korogariusu 夗
korogaru 転
korogaru 轉
koromi 厯
koromo 衣
koromo 衫
koromo 衲
koromo 褖
koromo 襒
koromohen 衤
koromokake 椸
koromubyuumu 鎶
korosu 刏
korosu 刘
korosu 刲
korosu 劉
korosu 夷
korosu 弑
korosu 弒
korosu 戕
korosu 戮
korosu 殊
korosu 殛
korosu 殺
korosu 煞
korosu 誅
korosu 鐂
koru 凝
kosame 溦
kosame 霎
kosame 霡
kosame 霢
koshi 漉
koshi 腰
koshi 輿
koshi 轝
koshibone 髎
koshibone 髖
koshikake 壛
koshikake 攱
koshikake 档
koshikake 榻
koshikake 櫈
koshikakeru 呮
koshiki 甑
koshiki 甗
koshiki 轂
koshiki 鈼
koshiki 鉹
koshiki 鎦
koshiki 鐂
koshiki 鬳
koshikishiba 篆
koshimoto 婭
koshiraeru 拵
koshou 楜
koso 社
kosu 淥
kosu 渌
kosu 湑
kosu 漉
kosu 濾
kosu 超
kosu 越
kosu 釃
kosuru 剴
kosuru 厲
kosuru 揬
kotae 答
kotaeru 嘫
kotaeru 応
kotaeru 答
kotaeru 荅
kotaeru 譍
kote 圬
kote 埿
kote 墁
kote 杇
kote 槾
kote 釬
kote 銲
kote 鏝
kote 鐺
koto 亊
koto 事
koto 叓
koto 故
koto 殊
koto 珡
koto 琴
koto 琹
koto 異
koto 筝
koto 箏
koto 縡
koto 言
kotoba 言
kotoba 詞
kotoba 語
kotoba 辞
kotobagauruwashii 誗
kotobuki 壽
kotobuki 寿
kotogotoku 侭
kotogotoku 僉
kotogotoku 儘
kotogotoku 尽
kotogotoku 悉
kotogotoku 畢
kotohogu 寿
kotoji 柱
kotoji 軫
kotonaru 異
kotoni 特
kotoogu 壽
kotosarani 故
kototosuru 亊
kototosuru 事
kotowari 理
kotowaru 断
kotowaru 斷
kotowaru 謝
kotowaru 辞
kotowaza 諺
kou 丐
kou 乞
kou 匃
kou 恋
kou 神
kou 纐
kou 請
kou 講
kou 馦
kou 神
koubashii 芬
koubashii 馛
koubashii 馟
koubaumugi 蒒
koube 元
koube 頭
koube 首
kouburu 冐
kougai 揥
kougai 笄
kougai 莱
kougai 萊
kouji 糀
kouji 麯
kouji 麴
kouji 麹
koumuri 蟙
koumuru 蒙
koumuru 被
kounotori 雚
kounotori 鸛
kourougaookii 忇
koushi 犢
kouzo 楮
kouzo 榖
kowai 剛
kowai 怖
kowareru 壊
kowasu 壊
kowasu 壞
koya 厪
koyasu 肥
koyomi 暦
koyomi 曆
kozakashii 傆
kozatohen 阝
kozoru 挙
kozoru 舉
kozoru 𦦙
kozue 杪
kozue 桻
kozue 梢
kozue 梶
kozue 槇
kozue 槙
kozue 標
ku 崁
kubaru 配
kubi 頚
kubi 頸
kubi 首
kubihaneru 刎
kubikase 箝
kubikase 篏
kubikase 鉗
kubikase 銗
kubikazari 賏
kubiki 槅
kubiki 軛
kubikiru 剄
kubikiru 馘
kubireru 縊
kubiru 縊
kubisu 跟
kubisu 踵
kubo 窪
kubochi 湟
kubomi 凹
kubomi 坳
kubomi 臾
kubomu 凹
kubomu 圩
kubomu 窊
kubomu 窪
kubomu 窳
kuchi 口
kuchi 咡
kuchi 嚵
kuchibashi 咮
kuchibashi 喙
kuchibashi 嘴
kuchibashi 嚵
kuchibashi 觜
kuchibata 呡
kuchibiru 唇
kuchibiru 脣
kuchibiru 脤
kuchihige 頾
kuchimoto 咡
kuchinashi 桅
kuchinashi 梔
kuchinohibi 胗
kuchiru 朽
kuchisaki 吻
kuchisusugu 嗽
kuchizusamu 誐
kuda 筦
kuda 管
kudaku 拉
kudaku 摧
kudaku 砕
kudaku 碎
kudamono 果
kudamono 菓
kudan 件
kudari 件
kudokudo 諄
kugi 釘
kuginuki 鑷
kugiri 齣
kugui 鵠
kugumarusama 偊
kugurido 窬
kugurido 閤
kuha 鐯
kui 喰
kui 杙
kui 杭
kui 栱
kui 椴
kui 椵
kui 榸
kui 樁
kui 橛
kui 牁
kuichigai 齬
kuichigau 厊
kuichigau 厏
kuichigau 岔
kuichigau 鋙
kuichigau 齬
kuimono 餇
kuiru 悔
kuiru 懴
kuiru 懺
kuji 籖
kuji 籤
kuji 鬮
kujikeru 挫
kujikeru 衂
kujikeru 鞼
kujiku 剉
kujiku 抏
kujiku 折
kujiku 挫
kujiku 邋
kujiku 鞼
kujira 鯨
kujiri 觹
kujiri 觽
kujiri 觿
kukeru 絎
kuki 岫
kuki 茎
kuki 莖
kuki 莛
kukiotoru 薅
kuko 莇
kukuri 括
kukurigami 髽
kukuru 兗
kukuru 匭
kukuru 括
kukuru 摎
kukuru 稇
kukuru 稛
kukuru 繆
kukuru 纒
kuma 乪
kuma 埢
kuma 奥
kuma 奧
kuma 嵎
kuma 嶴
kuma 廀
kuma 曲
kuma 澚
kuma 澳
kuma 熊
kuma 阿
kuma 隈
kuma 隩
kumazemi 蟟
kume 粂
kumi 什
kumi 伍
kumi 組
kumi 隊
kumiai 社
kumihimo 組
kumihimo 絙
kumikawasu 斟
kumisuru 与
kumisuru 與
kumo 蛛
kumo 蜘
kumo 蟱
kumo 雲
kumo 鼅
kumori 曇
kumoru 昩
kumoru 曀
kumoru 曇
kumoru 霃
kumu 戽
kumu 抒
kumu 挹
kumu 斟
kumu 汲
kumu 組
kumu 舀
kumu 酌
kumu 酙
kuni 刹
kuni 剎
kuni 囗
kuni 囶
kuni 国
kuni 圀
kuni 國
kuni 邑
kuni 邦
kunitsukami 祇
kunugi 栩
kunugi 棌
kunugi 棫
kunugi 椚
kunugi 椡
kunugi 椢
kunugi 椪
kunugi 橡
kunugi 檪
kunugi 櫟
kunugi 櫪
kuoto 呏
kura 倉
kura 匨
kura 厫
kura 囥
kura 囷
kura 宬
kura 峅
kura 座
kura 庫
kura 庾
kura 廥
kura 廩
kura 廪
kura 椋
kura 蔵
kura 藏
kura 鞍
kura 駻
kuraaberu 夶
kuraberu 仿
kuraberu 儗
kuraberu 斣
kuraberu 方
kuraberu 校
kuraberu 比
kuraberu 較
kuraberu 迦
kurahu 唼
kurai 位
kurai 儚
kurai 冥
kurai 夢
kurai 幽
kurai 恍
kurai 慌
kurai 懜
kurai 昏
kurai 昧
kurai 昬
kurai 晦
kurai 晻
kurai 暗
kurai 暝
kurai 曖
kurai 曚
kurai 朏
kurai 沌
kurai 溟
kurai 盲
kurai 眊
kurai 眛
kurai 眜
kurai 睧
kurai 瞑
kurai 瞢
kurai 矇
kurai 矒
kurai 窈
kurai 蒙
kurai 闇
kurai 陰
kurai 黯
kuraikoyo 佪
kuraisuru 位
kuramu 眩
kurasu 暮
kurau 咋
kurau 噈
kurau 噉
kurau 嚪
kurau 食
kurau 飡
kurau 飰
kurau 餠
kurawasu 啖
kurawasu 啗
kurawasu 噉
kurawasu 嚪
kure 吳
kure 吴
kure 呉
kure 昬
kure 晚
kure 晩
kure 暮
kure 榑
kure 莫
kurenai 紅
kurenai 繎
kureru 吳
kureru 吴
kureru 呉
kureru 旰
kureru 暌
kureru 暮
kuri 栗
kurige 駵
kurige 騮
kurige 驑
kuriya 厨
kuriya 橱
kuriya 𢊍
kuro 堹
kuro 塍
kuro 玄
kuro 畔
kuro 緇
kuro 鐡
kuro 黑
kuro 黒
kurogane 鉄
kurogane 銕
kurogane 鋠
kurogane 鋨
kurogane 鐡
kurogane 鐵
kurogome 糙
kurogome 糲
kuroi 泑
kuroi 盧
kuroi 驪
kuroi 黎
kuroi 黑
kuroi 黒
kuroi 黔
kuroi 黧
kuroi 黬
kuroi 黮
kuroi 黯
kuroi 黸
kurokami 黰
kurokibi 秠
kurokibi 秬
kurokibi 穄
kurokoma 驪
kurokurige 驔
kurokurige 驖
kurokuwai 芍
kuromidori 騏
kuronawa 纝
kurouma 驪
kuru 來
kuru 徠
kuru 来
kuru 繅
kuru 繰
kurubushi 踝
kuruhu 傎
kurui 僪
kuruma 伡
kuruma 俥
kuruma 車
kuruma 輌
kuruma 輛
kurumagi 橖
kurumagi 轤
kurumazaki 轘
kurumi 楜
kurumu 眯
kururiya 矪
kurushii 苦
kurushimi 阸
kurushimu 伌
kurushimu 倊
kurushimu 偬
kurushimu 傯
kurushimu 僀
kurushimu 厄
kurushimu 困
kurushimu 弊
kurushimu 愱
kurushimu 憥
kurushimu 窘
kurushimu 苦
kuruu 倀
kuruu 僪
kuruu 怳
kuruu 抂
kuruu 狂
kuruu 猖
kuruu 獝
kuruu 瘈
kuruu 瘹
kuruu 癲
kuruwa 垺
kuruwa 廓
kuruwa 郛
kuruwa 郭
kurya 庖
kurya 廚
kusa 卉
kusa 艸
kusa 芔
kusa 芷
kusa 苢
kusa 草
kusa 莽
kusa 莾
kusa 菏
kusa 葜
kusaai 臰
kusabashi 噣
kusabi 楔
kusabi 槢
kusabi 櫼
kusabi 舝
kusabi 軏
kusabi 輗
kusabi 轄
kusabi 錧
kusabi 鎋
kusabie 蘺
kusabuki 茨
kusagiru 耘
kusagiru 耨
kusagiru 芸
kusagiru 農
kusagiru 鎒
kusai 臭
kusame 嚏
kusami 蕕
kusamura 叢
kusamura 萃
kusamura 蓁
kusamura 薈
kusamura 藂
kusanokou 芸
kusanomi 蓏
kusanomuragari 丵
kusari 琑
kusari 鋂
kusari 鎖
kusari 鏁
kusari 鏈
kusaru 殕
kusaru 腐
kusaru 餲
kusaru 鯘
kusatori 莜
kusayomogi 薦
kuse 癖
kushami 嚏
kushami 嚔
kushi 串
kushi 丳
kushi 奇
kushi 枇
kushi 櫛
kushi 竒
kushige 匳
kushige 奩
kushikezuru 梳
kushikezuru 櫛
kushiro 釧
kuso 屎
kuso 糞
kusu 樟
kusuberu 熏
kusuberu 燻
kusuguru 擽
kusunoki 枏
kusunoki 楠
kusunoki 櫲
kusuri 薬
kusuri 藥
kusushi 医
kusushi 醫
kutabireru 萙
kute 湫
kutsu 履
kutsu 屨
kutsu 沓
kutsu 縀
kutsu 躧
kutsu 靴
kutsu 靸
kutsu 鞜
kutsu 鞵
kutsu 鞾
kutsu 韗
kutsubami 啣
kutsubami 鞿
kutsugaeru 圮
kutsugaesu 傾
kutsugaesu 圮
kutsugaesu 覆
kutsukazari 絇
kutsurogu 寛
kutsurogu 寬
kutsurogu 讌
kutsushiki 屜
kutsushiki 屧
kutsushiki 屩
kutsushita 襪
kutsushita 韈
kutsushita 韤
kutsushiyu 衘
kutsuwa 勒
kutsuwa 啣
kutsuwa 珂
kutsuwa 轡
kutsuwa 銜
kutsuwa 鑣
kutsuwagai 珂
kutsuwanokazari 幩
kuu 咋
kuu 哈
kuu 啖
kuu 啗
kuu 喫
kuu 喰
kuu 茹
kuu 食
kuu 餐
kuu 餔
kuu 餤
kuwa 枽
kuwa 桑
kuwa 桒
kuwa 耨
kuwa 鋤
kuwa 鍬
kuwa 钁
kuwadate 企
kuwadateru 企
kuwaeru 加
kuwaeru 叼
kuwaeru 尚
kuwaete 加
kuwashii 委
kuwashii 精
kuwashii 細
kuwashii 詳
kuwashii 錆
kuwashii 精
kuwawaru 加
kuyamu 悔
kuzu 屑
kuzu 葛
kuzununo 綌
kuzure 墮
kuzurekakaru 阽
kuzureru 垘
kuzureru 堕
kuzureru 崩
kuzureru 嵭
kuzureru 阤
kuzureru 隳
kuzureru 頹
kuzureru 頽
kuzurerusama 岥
kuzurerusama 岮
kuzusu 堕
kuzusu 墮
kuzusu 崩
kuzusu 頹
kuzusu 頽
kyan 侠
kyan 俠
kyoi 洌
kyoi 浄
kyoi 淨
kyoi 淸
kyoi 湲
kyoi 瀞
kyoi 皎
kyumi 弧
ma 眞
ma 真
ma 間
mabara 疏
mabara 稀
maboroshi 幻
mabuchi 眮
mabushi 蔟
mabuta 眶
mabuta 瞼
mabuta 臉
machi 坊
machi 町
machi 甼
machi 街
machi 襠
machi 閭
machi 陌
machigau 岔
madaharanuho 栙
madara 斑
madara 斒
madara 牻
madara 駁
madara 駮
madarauma 騨
madarauma 驎
madarauma 驒
madaraushi 犖
made 迄
mado 囪
mado 囱
mado 廔
mado 枼
mado 楪
mado 牎
mado 牕
mado 牖
mado 窓
mado 窗
mado 窻
madoi 惑
madoka 欒
madou 惑
madou 眩
madou 迷
madowasu 蠱
madowasu 謆
mae 前
maedare 衻
maekake 襜
magai 擬
magai 紛
magaki 杝
magaki 栫
magaki 棥
magaki 椐
magaki 樊
magaki 篳
magaki 籬
magaki 藩
magariba 齽
magaru 乀
magaru 勾
magaru 尪
magaru 尫
magaru 弮
magaru 曲
magaru 枉
magaru 枸
magaru 紆
magaru 觩
magaru 誳
magaru 錈
magaru 骪
magaru 骫
mage 髷
mageashi 尣
mageru 曲
mageru 枉
mageru 誳
mageru 骪
mageru 骫
magete 枉
magireru 紛
mago 孫
magokoro 忠
magokoro 悃
magokoro 肺
magokoro 衷
maguneshiumu 鎂
maguro 鮪
magusa 秣
magusa 芻
magusa 茭
magusa 蒭
magusagura 廥
magusakau 秣
mahiru 晌
mai 舞
mainai 賕
mainau 賂
mainau 賄
mairu 参
mairu 參
mairu 叄
mairu 叅
mairu 哩
majieru 濂
majieru 襍
majieru 雑
majieru 雜
majiriau 羼
majiru 交
majiru 什
majiru 僢
majiru 厝
majiru 殽
majiru 淆
majiru 混
majiru 礡
majiru 礴
majiru 糅
majiru 賁
majiru 逪
majiru 錯
majiru 鏙
majiru 雑
majiru 雜
majiru 駁
majiwaru 交
majiwaru 参
majiwaru 叄
majiwaru 崔
majiwaru 接
majiwaru 爻
majiwaru 際
makanai 賄
makanau 賄
makaru 罷
makaseru 任
makaseru 伩
makaseru 信
makaseru 嫴
makeru 負
maki 弮
maki 槇
maki 槙
maki 牧
maki 篇
maki 駉
makiba 駉
makigane 鍺
makihada 筎
makimono 軸
makomo 苽
makomo 菰
makomo 蒋
makomo 蔣
makoto 亶
makoto 伩
makoto 侗
makoto 信
makoto 允
makoto 兗
makoto 剘
makoto 忱
makoto 恂
makoto 惇
makoto 愊
makoto 愖
makoto 愫
makoto 款
makoto 歀
makoto 眞
makoto 真
makoto 衠
makoto 訦
makoto 訫
makoto 誠
makoto 諒
makoto 諦
makoto 諶
makotoganai 僿
makotoni 寔
makotoni 洵
makotoni 涼
makotoni 眞
makotoni 真
makotoni 誠
makotoni 諒
maku 卷
maku 巻
maku 幔
maku 捲
maku 撒
maku 播
maku 稵
maku 綣
maku 繃
maku 膜
maku 蒔
maku 襵
makura 攱
makura 枕
makuragi 鍖
mama 侭
mama 儘
mama 墹
mama 壗
mama 継
mame 尗
mame 胝
mame 荳
mame 菽
mame 蓽
mame 藨
mame 豆
mamegara 稘
mamegara 萁
mamejiru 灝
mamemameshii 藹
mami 貒
mamidameki 貛
mamieru 見
mamieru 覲
mamieru 謁
mamireru 塗
mamono 魔
mamooru 垨
mamori 仗
mamori 守
mamori 戍
mamori 衛
mamoru 傃
mamoru 守
mamoru 戍
mamoru 掫
mamoru 衛
mamoru 衞
mamoru 護
mamushi 虺
mamushi 蝠
mamushi 蝮
man 耼
manabeya 黌
manabiya 塾
manabiya 庠
manabu 学
manabu 學
manabu 宦
manabu 斈
managatsuo 鯧
managatsuo 鰪
manaita 俎
manaita 梡
manaita 爼
manajiri 眥
manajiri 眦
manajiri 睚
manajirioitameru 眵
manako 目
manako 眼
manazuru 鴰
manazuru 鶬
maneki 招
maneku 招
mangan 錳
manji 卍
manji 卐
manukareru 免
mare 希
mare 稀
mare 罕
mari 毬
mari 鞠
maro 麿
marobu 垸
maroudo 客
maroudo 賓
maroudo 賔
maru 円
marui 丸
marui 侖
marui 円
marui 厷
marui 団
marui 圌
marui 圎
marui 圓
marui 團
marui 圜
marui 圝
marui 摶
marui 槫
marui 輐
maruki 棌
marukibashi 仢
marukibashi 彴
marukibashi 榷
marumeru 丸
maruta 材
maruta 𣏾
maruyaki 熰
masa 柾
masa 正
masakari 戉
masakari 釿
masakari 鉞
masakari 鍠
masakari 锽
masani 多
masani 夛
masani 将
masani 祇
masani 祗
masani 適
masani 鼎
masaru 傊
masaru 勝
masaru 多
masaru 夛
masaru 愈
masaru 賢
masshigura 驀
masu 倍
masu 兹
masu 匬
masu 升
masu 埝
masu 埤
masu 増
masu 增
masu 字
masu 斗
masu 斛
masu 朇
masu 枡
masu 桝
masu 滋
masu 玆
masu 益
masu 磴
masu 稵
masu 茲
masu 賆
masu 賸
masu 鮅
masu 鱒
masu 益
masugata 栭
masumasu 冞
masumasu 滋
masumasu 益
masumasu 益
masume 斛
mata 也
mata 亦
mata 俣
mata 又
mata 叉
mata 奎
mata 孋
mata 復
mata 椏
mata 股
mata 胯
mata 脵
mata 還
matagaru 跨
matagu 跨
matagura 骻
matataki 瞬
matataku 眨
matataku 眴
matataku 瞚
matataku 瞬
mate 蟶
mate 鮲
mato 侯
mato 埻
mato 墑
mato 的
mato 鵠
matofu 纝
matohu 儇
matoi 纏
matou 洛
matou 絡
matou 綢
matou 綶
matou 緜
matou 繆
matou 繚
matou 繞
matou 纏
matou 纒
matou 纓
matou 葯
matsu 俟
matsu 偫
matsu 儝
matsu 待
matsu 松
matsu 枩
matsu 柗
matsu 梥
matsu 竢
matsu 逘
matsu 遅
matsu 需
matsuge 睫
matsuri 礿
matsuri 祀
matsuri 祊
matsuri 祭
matsuri 祻
matsuri 祼
matsuri 禓
matsuri 禘
matsuri 禡
matsuri 禫
matsuri 禯
matsuri 禴
matsuri 肜
matsurigoto 政
matsuru 奒
matsuru 奠
matsuru 祀
matsuru 祠
matsuru 祫
matsuru 祭
matsuru 祷
matsuru 禋
matsuru 禱
matsuru 郊
matsuru 醊
matsuru 醮
matsuru 餟
matsusugu 偒
matsusugu 婞
matsusugudetakai 陗
matsusugunasama 偗
matsutashi 俒
matsutashi 囫
matsuwaru 丩
matsuyani 檞
mattai 全
mattai 完
mattaku 全
mattousuru 全
mattousuru 完
mau 儛
mau 壿
mau 娑
mau 舞
mau 躚
mawari 周
mawaru 回
mawaru 廻
mawaru 廽
mawaru 輥
mawaru 逥
mawasu 儛
mawasu 囘
mawasu 回
mawasu 廽
mawasu 逥
mayoi 迷
mayou 忶
mayou 迷
mayu 眉
mayu 睂
mayu 繭
mayu 蠒
mayumi 枋
mayumi 檀
mayuwohisomeru 顣
mayuzumi 黛
mayuzumi 黱
mazaru 混
mazeru 剤
mazeru 混
mazeru 覵
mazeru 覸
mazu 先
mazushii 寠
mazushii 貧
me 女
me 奴
me 孁
me 目
me 芽
me 雌
meawaseru 妻
mebae 茁
mebae 萌
mebae 萠
mebaeru 豏
mebaeru 鎨
mebaeru 鎩
mebaru 鮴
mederu 愛
medetai 烋
medetaikumo 霱
medogi 筮
medogi 筴
medogi 蓍
meetoru 咪
meetoru 米
megahara 瓪
megautsuronasama 眢
megumi 寵
megumi 恵
megumi 惠
megumi 潤
megumu 寵
megumu 恩
megumu 恵
megumu 惠
megumu 昷
megumu 芽
megurasu 帀
megurasu 運
meguri 嶲
meguri 帀
meguri 廻
meguriyuku 圛
meguru 傮
meguru 匌
meguru 匝
meguru 匯
meguru 周
meguru 圜
meguru 垽
meguru 巡
meguru 帀
meguru 帶
meguru 廻
meguru 廽
meguru 徼
meguru 斡
meguru 旋
meguru 昖
meguru 桓
meguru 湋
meguru 漩
meguru 澋
meguru 環
meguru 紆
meguru 縈
meguru 繚
meguru 繞
meguru 般
meguru 転
meguru 輾
meguru 迊
meguru 迴
meguru 逥
meguru 週
meguru 逳
meguru 運
meguru 遶
meguru 還
meguru 邏
meguru 隧
megurusama 匼
mehajiki 蓷
mehitsuji 牂
mei 妷
mei 姪
mejika 麀
mejirushinonuno 幑
mekake 妾
mekake 媻
mekata 鍰
mekki 鍍
mekura 盲
mekura 瞍
mekura 瞎
memai 暈
memai 眩
memori 度
men 婂
menawa 茆
menou 碯
meoto 娚
meru 覙
meru 覟
meru 覼
meshi 飯
meshi 飰
meshi 飯
meshibitsu 晟
meshibitsu 盧
meshii 瞽
meshii 矇
meshitsukai 閹
mesu 召
mesu 徴
mesu 徵
mesu 牝
mesu 牸
mesu 聘
mesu 辟
mesu 雌
metoru 妠
metoru 娶
metsuki 睜
metsuki 鋈
meyami 瞆
meyami 瞶
mezameru 寣
mezaru 夒
mezurashii 奇
mezurashii 珍
mezurashii 珎
mezurashii 瓌
mezurashii 畸
mezurashii 竒
mi 子
mi 実
mi 實
mi 巳
mi 弎
mi 箕
mi 籮
mi 身
mi 躬
mi 躳
miageru 睢
michi 倫
michi 噵
michi 堩
michi 墿
michi 廸
michi 彭
michi 径
michi 徑
michi 涂
michi 衑
michi 術
michi 衜
michi 衟
michi 衢
michi 路
michi 軌
michi 迪
michi 途
michi 道
michi 阡
michi 陌
michi 隧
michi 馗
michi 𧗷
michibiki 導
michibiku 導
michibiku 羐
michibiku 羑
michibiku 道
michiru 充
michiru 塞
michiru 実
michiru 弸
michiru 悥
michiru 愹
michiru 満
michiru 溢
michiru 满
michiru 滿
michiru 畗
michiru 盁
michiru 盈
michiru 窂
michiru 詾
midara 劮
midara 姦
midara 婸
midara 嫟
midara 淫
midare 宄
midareru 乱
midareru 亂
midareru 哱
midareru 嘌
midareru 嘍
midareru 嫽
midareru 怓
midareru 惷
midareru 憒
midareru 懂
midareru 撓
midareru 擰
midareru 擾
midareru 涽
midareru 溷
midareru 濫
midareru 紊
midareru 紜
midareru 綧
midareru 莦
midareru 薴
midareru 訌
midareru 訬
midareru 詜
midareru 逪
midareru 颯
midareru 鬙
midari 妄
midari 婬
midari 漫
midari 猥
midarini 叨
midarini 妄
midarini 漫
midarini 濫
midarini 猥
midaru 媸
midasu 乱
midasu 挭
midasu 捁
midasu 撓
midasu 撹
midasu 攪
midasu 誖
midori 碧
midori 綠
midori 緑
midori 翆
midori 翠
midorigo 婗
midorigo 嫛
midorigo 嬰
midorigo 孾
mienu 丏
mieru 見
migaku 厎
migaku 揅
migaku 琢
migaku 瑩
migaku 瑳
migaku 研
migaku 砺
migaku 硏
migaku 碿
migaku 磋
migaku 磨
migaku 礪
migaku 鋥
migaku 鋿
migaku 鎣
migaku 鏛
migaku 鐴
migarini 熳
migarui 趬
migarui 蹺
migi 右
migiri 砌
migiwa 汀
migiwa 汭
migiwa 瀲
migoi 鮊
migoi 鯫
migoi 鱎
migoi 鲌
migoro 袘
migoro 袾
migoro 裀
migoro 裑
migoro 褍
mihari 哨
miharu 眒
miharu 瞠
miharu 瞪
mii 歵
miitsu 弎
miittsu 弎
mijikai 侏
mijikai 孒
mijikai 短
mijime 惨
mijime 慘
mika 甕
mikado 帝
mikan 柑
mikazuki 朏
miki 幹
miki 榦
miko 巫
miko 覡
mikoshima 宄
mikoto 命
mikotonori 勅
mikotonori 敕
mikotonori 詔
mikuri 芧
mikuruma 輅
mimakaru 薨
mimawasu 眮
mimetoi 姼
mimetoisama 俏
mimeyoi 丰
mimeyoi 妦
mimeyoi 妭
mimeyoi 姍
mimeyoi 姗
mimeyoi 姣
mimeyoi 姤
mimeyoi 姯
mimeyoi 姱
mimeyoi 姳
mimeyoi 娥
mimeyoi 娧
mimeyoi 娾
mimeyoi 婍
mimeyoi 婕
mimeyoi 婘
mimeyoi 婥
mimeyoi 婩
mimeyoi 婳
mimeyoi 婽
mimeyoi 媄
mimeyoi 媌
mimeyoi 媠
mimeyoi 媰
mimeyoi 媱
mimeyoi 嫙
mimeyoi 嫵
mimeyoi 嫷
mimeyoi 嫽
mimeyoi 嫿
mimeyoi 嬮
mimeyoi 嬽
mimeyoi 孌
mimeyoi 釥
mimeyoisama 偞
mimeyoisama 妧
mimeyoisama 妵
mimeyoisama 姭
mimeyoisama 婠
mimeyoisama 婤
mimeyoisama 媠
mimeyoisama 嫈
mimeyoisama 嫭
mimeyoisama 嫮
mimeyoisama 嫹
mimeyoisugata 嫈
mimi 耳
mimiaka 聹
mimidama 珥
mimidama 琩
mimidama 瑱
mimidare 聤
mimikazari 珥
mimikazari 璫
mimikiri 刵
mimikiru 馘
mimikuso 耵
miminagusa 苓
miminari 耺
mimizu 蚓
mimizu 蜿
mimizu 螾
mimizu 蟺
mimizuku 雈
mimizuku 雒
mimizuku 鵂
mimizuku 鵩
mimizuku 鶹
mimosagakizutsuku 姅
mina 僉
mina 咸
mina 揔
mina 皆
mina 胥
minagiru 泩
minagiru 漲
minagoroshi 鏖
minami 南
minamoto 厵
minamoto 沅
minamoto 渞
minamoto 源
minashigo 孤
minashigo 孨
minato 凑
minato 港
minato 湊
mine 岑
mine 岫
mine 峯
mine 峰
mine 崟
mine 嶂
mine 嶺
mine 巒
mine 巘
mine 磦
minikui 倠
minikui 儓
minikui 儖
minikui 噅
minikui 噕
minikui 姍
minikui 姗
minikui 姤
minikui 娸
minikui 婄
minikui 媸
minikui 嫈
minikui 莠
minikui 醜
minikui 魌
minikuisugata 殹
mino 簑
mino 簔
mino 蓑
minori 稔
minori 稼
minoru 実
minoru 實
minoru 年
minoru 秖
minoru 秪
minoru 稔
minoru 酉
minowata 膲
mio 澪
miri 粍
miriguramu 瓱
mirimeetoru 粍
miririttoru 竓
miroshii 宐
miru 佔
miru 儥
miru 察
miru 監
miru 相
miru 眀
miru 省
miru 眄
miru 看
miru 眎
miru 睖
miru 睞
miru 督
miru 睤
miru 睰
miru 睲
miru 睹
miru 瞟
miru 瞰
miru 瞻
miru 瞿
miru 矑
miru 矕
miru 矙
miru 矚
miru 胥
miru 見
miru 覌
miru 視
miru 覛
miru 覜
miru 覠
miru 覧
miru 覩
miru 覰
miru 観
miru 覵
miru 覶
miru 覸
miru 覽
miru 觀
miru 診
miru 詧
miru 閿
miru 闆
mirusama 睴
misago 雎
misago 鶚
misaki 岬
misao 撡
misao 操
misao 節
misaru 牣
misasagi 陵
mise 厘
mise 店
mise 廛
mise 肆
mise 舖
mise 舗
mise 鄽
mise 鋪
miso 豉
misogi 禊
misogi 稧
misoka 晦
misonawasu 矕
misonawasu 臠
misoppa 齠
misosazai 鷦
mitabi 三
mitamaya 寝
mitamaya 庿
mitamaya 廟
mitasu 充
mitasu 満
mitasu 满
mitasu 滿
mitome 認
mitomeru 認
mitsu 三
mitsu 叁
mitsu 参
mitsu 叄
mitsu 蜜
mitsugi 租
mitsugi 稅
mitsugi 税
